Código,Descrição,Unidade medida,CPC,Seção,Divisão,Grupo,Classe,Subclasse
590,"Estudos e Projetos de Comutação Telefônica                                                                              ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
604,"Estudos e Projetos de Comutação Telegráfica                                                                             ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
612,"Estudos e Projetos de Comunicação de Dados                                                                              ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
620,"Estudos e Projetos de Redes de Telecomunicações                                                                         ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
639,"Estudos e Projetos de Sistemas de Sinalização    Ferroviária                                                            ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
647,"Estudos e Projetos de Sistemas de Sinalização Marítima                                                                  ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
655,"Estudos e Projetos de Sistemas de Sinalização Rodoviária                                                                ",M,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
663,"Estudos e Projetos de Sistemas de Sinalização Aérea                                                                     ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
671,"Estudos e Projetos de Indústria Naval                                                                                   ",UN,8319,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","83: OUTROS SERVIÇOS DE NEGÓCIOS, TÉCNICOS E PROFISSIONAIS                                                                   ","831: SERVIÇOS DE CONSULTORIA E DE GERÊNCIA/GESTÃO                                                                            ","8319: OUTROS SERVIÇOS DE GERÊNCIA/GESTÃO, EXCETO OS DE PROJETOS DECONSTRUÇÃO                                                  ",
680,"Auditoria em Área Contábil                                                                                              ",UN,822,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","82: SERVIÇOS LEGAIS/JURÍDICOS E DE CONTABILIDADE                                                                            ","822: SERVIÇOS DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR)                                                ",,
698,"Auditoria em Área Fiscal                                                                                                ",UN,822,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","82: SERVIÇOS LEGAIS/JURÍDICOS E DE CONTABILIDADE                                                                            ","822: SERVIÇOS DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR)                                                ",,
701,"Auditoria em Área Tributária                                                                                            ",UN,822,"8: SERVIÇOS DE NEGÓCIO E PRODUÇÃO                                                                                          ","82: SERVIÇOS LEGAIS/JURÍDICOS E DE CONTABILIDADE                                                                            ","822: SERVIÇOS DE CONTABILIDADE,AUDITORIA FINANCEIRA E GUARDA LIVROS(CONTADOR)                                                ",,
